""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"regulation"	"trait"
"hsa-miR-1245b-3p"	0.593947364517559	0.625983555023531	1.21163421337233	0.516644007007064	0.605404689727706	0.999813126449793	"none"	"Family history"
"hsa-miR-1246"	23.3515684393568	0.186829973928028	0.233170043131137	0.801260622587582	0.422980782101774	0.999813126449793	"none"	"Family history"
"hsa-miR-1247-3p"	0.66551419822688	1.11610612138297	1.33730825995476	0.834591511025833	0.403947743409935	0.999813126449793	"none"	"Family history"
"hsa-miR-1247-5p"	5.19893566823391	-0.179261736222283	0.410819572075616	-0.436351499312909	0.662581722376434	0.999813126449793	"none"	"Family history"
"hsa-miR-1249-3p"	8.40809359114224	-0.0788513685623095	0.29002949226246	-0.271873622048593	0.785719194091049	0.999813126449793	"none"	"Family history"
"hsa-miR-1249-5p"	4.49361000705343	-0.261311207694494	0.424495926025405	-0.615580013078512	0.538171745930424	0.999813126449793	"none"	"Family history"
"hsa-miR-1250-3p"	3.61022962332378	-0.473192295816105	0.625631629177914	-0.756343307703103	0.449443388877308	0.999813126449793	"none"	"Family history"
"hsa-miR-1250-5p"	7.09843298625719	0.324563052094863	0.224568300620157	1.44527545160455	0.148380530338762	0.999813126449793	"none"	"Family history"
"hsa-miR-1251-3p"	0.643717106624121	0.1174752146619	1.22954124872482	0.0955439394845314	0.92388279120598	0.999813126449793	"none"	"Family history"
"hsa-miR-1252-3p"	0.253954844010059	0.925632260287576	1.65203642407294	0.560297731211953	0.57527637467786	0.999813126449793	"none"	"Family history"
"hsa-miR-1252-5p"	3.10627896184266	-0.211432730803388	0.560262272418238	-0.377381703556067	0.705889961900941	0.999813126449793	"none"	"Family history"
"hsa-miR-1253"	0.655105743357182	1.35203701237033	1.34913538080329	1.00215073417266	0.31627079772373	0.999813126449793	"none"	"Family history"
"hsa-miR-1255a"	7.99364359301611	-0.00963471304249362	0.207518754657187	-0.0464281556547011	0.962968995737009	0.999813126449793	"none"	"Family history"
"hsa-miR-1255b-5p"	29.518491119105	0.0346699092933083	0.229170481635485	0.151284358464864	0.879751407404648	0.999813126449793	"none"	"Family history"
"hsa-miR-1257"	1.63143208435048	-0.172275465997981	0.807761689139751	-0.213275113581397	0.831112383488941	0.999813126449793	"none"	"Family history"
"hsa-miR-1258"	6.49966875044081	-0.182625537840673	0.271659379721176	-0.6722592756713	0.501418650788425	0.999813126449793	"none"	"Family history"
"hsa-miR-125a-3p"	9.85559231368444	-0.280788677936655	0.21153508923702	-1.32738582024109	0.184381087854111	0.999813126449793	"none"	"Family history"
"hsa-miR-125a-5p"	3.42439226773505	-0.090744092373272	0.244482727967518	-0.371167702224462	0.710512627519747	0.999813126449793	"none"	"Family history"
"hsa-miR-125b-1-3p"	6.95660805610859	-0.056365287141271	0.322013027605359	-0.175040393739439	0.861047893911379	0.999813126449793	"none"	"Family history"
"hsa-miR-125b-2-3p"	2.50986067107065	0.62018126319878	0.810185390673819	0.765480679283768	0.443985367043093	0.999813126449793	"none"	"Family history"
"hsa-miR-125b-5p"	276.433504836784	0.0932742533892745	0.185272929213011	0.5034424283433	0.614653247759878	0.999813126449793	"none"	"Family history"
"hsa-miR-126-3p"	54.4213923867413	0.129566020469895	0.190273113017698	0.680947604288387	0.495904644675706	0.999813126449793	"none"	"Family history"
"hsa-miR-126-5p"	7.28934516386864	-0.0761788759714611	0.240631717540697	-0.316578698560705	0.751563301110625	0.999813126449793	"none"	"Family history"
"hsa-miR-1260a"	30.3609393498516	-0.0146122254327138	0.139298391172186	-0.104898737952054	0.916456160412835	0.999813126449793	"none"	"Family history"
"hsa-miR-1260b"	71.9235580675372	0.0788428614737537	0.140018265940878	0.563089829344443	0.57337371677355	0.999813126449793	"none"	"Family history"
"hsa-miR-1261"	0.546811515767656	-1.49481792842672	1.23721525797092	-1.20821168248303	0.22696584924505	0.999813126449793	"none"	"Family history"
"hsa-miR-1262"	6.31437409755481	-0.0450056561905028	0.26868495914128	-0.167503444682358	0.86697393735727	0.999813126449793	"none"	"Family history"
"hsa-miR-1264"	0.594878025850945	0.324344996271403	1.28648498464646	0.252117203187207	0.8009504731566	0.999813126449793	"none"	"Family history"
"hsa-miR-1265"	2.73566098891295	-0.602668426655271	0.565609753538859	-1.06551986220985	0.286640742249854	0.999813126449793	"none"	"Family history"
"hsa-miR-1266-5p"	11.0728675346674	0.135382804536677	0.299773413554837	0.451617116178688	0.651544837273782	0.999813126449793	"none"	"Family history"
"hsa-miR-1267"	2.26161262940351	0.336423450730291	0.606180497425625	0.554988905382209	0.57890224913746	0.999813126449793	"none"	"Family history"
"hsa-miR-1268a"	29.7335595048305	0.0169417641083555	0.157201055536803	0.107771312670284	0.914177099493608	0.999813126449793	"none"	"Family history"
"hsa-miR-1268b"	30.4580893977119	-0.0826729407474389	0.19721568419625	-0.419200638551499	0.675069505469339	0.999813126449793	"none"	"Family history"
"hsa-miR-127-3p"	289.430549430645	0.467025201390525	0.569060068764205	0.820695787713125	0.411819570743443	0.999813126449793	"none"	"Family history"
"hsa-miR-127-5p"	10.8943353455112	0.107480284928173	0.254297479670839	0.422655722216731	0.672546465165282	0.999813126449793	"none"	"Family history"
"hsa-miR-1270"	22.263190951934	0.162186407640634	0.139078323319686	1.1661515883236	0.2435531619719	0.999813126449793	"none"	"Family history"
"hsa-miR-1271-5p"	9.79362091566086	-0.255714381931084	0.195351885411953	-1.30899367258136	0.190536494073356	0.999813126449793	"none"	"Family history"
"hsa-miR-1272"	5.00764371510601	-0.820414521626097	0.332892157276832	-2.46450540720862	0.0137202493355713	0.999813126449793	"none"	"Family history"
"hsa-miR-1273a"	6.33912716684984	-0.180056005720163	0.455049961142608	-0.395684037128696	0.692338132967579	0.999813126449793	"none"	"Family history"
"hsa-miR-1273c"	3.26110084692121	0.0451841188737654	0.500277045468857	0.0903181932551375	0.9280343631095	0.999813126449793	"none"	"Family history"
"hsa-miR-1273e"	1.54483988590196	-1.91362440838518	0.929666273923536	-2.05839930097601	0.0395518187926502	0.999813126449793	"none"	"Family history"
"hsa-miR-1273f"	1.64151972890264	0.264203714634148	0.769047919650451	0.343546491555734	0.731187371362587	0.999813126449793	"none"	"Family history"
"hsa-miR-1273g-3p"	8.84402692395068	0.0390689154728853	0.272602132984743	0.143318451125516	0.886038684366212	0.999813126449793	"none"	"Family history"
"hsa-miR-1273g-5p"	3.74319127208045	-0.0927488703062851	0.627640549721806	-0.147773865706087	0.882521235011349	0.999813126449793	"none"	"Family history"
"hsa-miR-1273h-3p"	61.77527247965	0.0694528176323188	0.152141259556683	0.456502186420001	0.648028898947026	0.999813126449793	"none"	"Family history"
"hsa-miR-1273h-5p"	9.80852098625608	0.0759789098485811	0.187854184122036	0.404456840840037	0.685876809134572	0.999813126449793	"none"	"Family history"
"hsa-miR-1275"	9.85988614680426	-0.101616216901773	0.181509551511803	-0.559839501863157	0.575588917044762	0.999813126449793	"none"	"Family history"
"hsa-miR-1276"	4.70026866634178	-0.0960332567167984	0.367828509506188	-0.261081602526469	0.794029578846296	0.999813126449793	"none"	"Family history"
"hsa-miR-1277-3p"	16.863504592928	-0.0625249205956116	0.384205740458855	-0.162738121822278	0.870724630203191	0.999813126449793	"none"	"Family history"
"hsa-miR-1277-5p"	127.278920716514	-0.0203765461296715	0.419977307179931	-0.0485182074872002	0.961303254052886	0.999813126449793	"none"	"Family history"
"hsa-miR-128-1-5p"	7.2337830241	0.0110681340325081	0.191493987485386	0.0577988592636771	0.953908846837478	0.999813126449793	"none"	"Family history"
"hsa-miR-128-2-5p"	1.71349791825204	-0.159395666731315	0.604391930317844	-0.263728979054188	0.791988763786422	0.999813126449793	"none"	"Family history"
"hsa-miR-128-3p"	263.419099874742	0.105475241780166	0.771962978666524	0.136632513080306	0.891321275778459	0.999813126449793	"none"	"Family history"
"hsa-miR-1281"	7.91125341960257	0.189331478830422	0.212547599896867	0.890772132558964	0.373051428252586	0.999813126449793	"none"	"Family history"
"hsa-miR-1283"	1.06450969635053	0.755793247243365	0.79752705710221	0.947670979326415	0.343296979297981	0.999813126449793	"none"	"Family history"
"hsa-miR-1284"	2.13595767604212	0.302961216413142	0.776548489930892	0.390138182407776	0.696434369958378	0.999813126449793	"none"	"Family history"
"hsa-miR-1286"	0.563177350498994	0.405594363501648	1.14915335328891	0.352950598230275	0.724125476857538	0.999813126449793	"none"	"Family history"
"hsa-miR-1287-3p"	1.54970076081343	0.431825647941217	0.869238229692906	0.496786304594284	0.619339754009492	0.999813126449793	"none"	"Family history"
"hsa-miR-1287-5p"	27.5848618966575	0.0218388209371801	0.129047812074788	0.169230462617403	0.865615369640639	0.999813126449793	"none"	"Family history"
"hsa-miR-1288-3p"	0.763419986491347	-0.797163503711969	1.29532772882655	-0.615414528672313	0.538280999026116	0.999813126449793	"none"	"Family history"
"hsa-miR-1288-5p"	0.633742621898887	0.846947235752001	1.34571356526808	0.629366648008247	0.529109047531137	0.999813126449793	"none"	"Family history"
"hsa-miR-1289"	0.651398624662094	-0.639221353610106	1.24350545961003	-0.514047886698116	0.607218511073264	0.999813126449793	"none"	"Family history"
"hsa-miR-129-5p"	0.848858059511359	0.677596005492079	1.23110253223527	0.550397702668837	0.5820466240423	0.999813126449793	"none"	"Family history"
"hsa-miR-1290"	12.1958906775291	-0.015888177764653	0.30309541103534	-0.0524197239093155	0.958194258314862	0.999813126449793	"none"	"Family history"
"hsa-miR-1291"	1.07152406331599	-1.78858516610384	1.2546200416432	-1.42559907122262	0.153984104512262	0.999813126449793	"none"	"Family history"
"hsa-miR-1292-3p"	0.914713765732932	-0.607017808937056	1.19371268174964	-0.5085124906668	0.61109398168145	0.999813126449793	"none"	"Family history"
"hsa-miR-1292-5p"	20.3331791775207	-0.0457948544159912	0.154077330696966	-0.297219936306263	0.766298602268514	0.999813126449793	"none"	"Family history"
"hsa-miR-1293"	16.1425531990897	-0.43390633873064	0.342577447626873	-1.26659341336223	0.205300708820056	0.999813126449793	"none"	"Family history"
"hsa-miR-1294"	47.6758098058401	-0.29760163418622	0.213347508817123	-1.39491497152337	0.163041481820388	0.999813126449793	"none"	"Family history"
"hsa-miR-1296-3p"	3.67666378784454	-0.090234137262733	0.487821762975241	-0.184973578694792	0.853249759093338	0.999813126449793	"none"	"Family history"
"hsa-miR-1296-5p"	14.4472524788936	-0.0858363452423277	0.185611134077811	-0.462452566053197	0.64375681062827	0.999813126449793	"none"	"Family history"
"hsa-miR-1297"	0.898377517111381	-1.99181243188412	1.15226408089479	-1.72860758649821	0.0838793509246549	0.999813126449793	"none"	"Family history"
"hsa-miR-1298-5p"	1.66058960041909	-0.352889009010859	0.778616913445823	-0.453225460321848	0.650386400812348	0.999813126449793	"none"	"Family history"
"hsa-miR-1299"	17.2919095672845	-0.163896190947956	0.250550292444005	-0.654144879853155	0.513018469410646	0.999813126449793	"none"	"Family history"
"hsa-miR-1301-3p"	176.472414117371	0.0037068705361148	0.154884624431206	0.0239331085943993	0.980905965001694	0.999813126449793	"none"	"Family history"
"hsa-miR-1302"	0.889869335990457	0.85951964830797	0.869985660907892	0.987969902183216	0.323167388776248	0.999813126449793	"none"	"Family history"
"hsa-miR-1303"	13.2341185579615	-0.071117291791323	0.199374696975864	-0.356701692190822	0.721315138583054	0.999813126449793	"none"	"Family history"
"hsa-miR-1304-3p"	25.7612745746156	0.176220131239	0.119541202573534	1.47413717986148	0.140444659754141	0.999813126449793	"none"	"Family history"
"hsa-miR-1304-5p"	38.835610144354	0.14609738593311	0.162643946517843	0.898265131048588	0.369044217452014	0.999813126449793	"none"	"Family history"
"hsa-miR-1306-3p"	22.5819481713696	0.184280253680067	0.221364581145781	0.832473979017934	0.405141459773311	0.999813126449793	"none"	"Family history"
"hsa-miR-1306-5p"	72.2579332061431	-0.102944169002127	0.163368911238699	-0.630133164392056	0.528607462958109	0.999813126449793	"none"	"Family history"
"hsa-miR-1307-3p"	262.189250665727	-0.0249721368543828	0.780502814967432	-0.0319949350284211	0.974476090092978	0.999813126449793	"none"	"Family history"
"hsa-miR-1307-5p"	35.3380301473815	0.544741475687048	0.255781382285485	2.12971511381953	0.0331951404398819	0.999813126449793	"none"	"Family history"
"hsa-miR-130a-3p"	231.349553252554	-0.111285028480562	0.220132426600829	-0.505536736222682	0.613181903018393	0.999813126449793	"none"	"Family history"
"hsa-miR-130a-5p"	0.754569759074151	-1.39345412157241	1.15954977465008	-1.20171997100592	0.229472040882376	0.999813126449793	"none"	"Family history"
"hsa-miR-130b-3p"	66.2232467573294	0.00114154534857897	0.155232332585071	0.00735378596436009	0.994132580598851	0.999813126449793	"none"	"Family history"
"hsa-miR-130b-5p"	35.017160861779	-0.0620653539775246	0.174050090553706	-0.356594781307357	0.72139518488865	0.999813126449793	"none"	"Family history"
"hsa-miR-132-3p"	25.394147119041	0.161863130951174	0.173286991905659	0.934075484669364	0.350264956772295	0.999813126449793	"none"	"Family history"
"hsa-miR-132-5p"	7.55957317470488	-0.16136653768185	0.207905324774408	-0.776153943420854	0.437658096223576	0.999813126449793	"none"	"Family history"
"hsa-miR-1321"	2.48821870435059	0.0153364917106573	0.616594213096783	0.0248729089324911	0.980156336087077	0.999813126449793	"none"	"Family history"
"hsa-miR-1322"	1.07159693495783	-0.360121338397646	1.21415592436123	-0.29660221654571	0.766770218427348	0.999813126449793	"none"	"Family history"
"hsa-miR-1324"	0.404261576072432	0.965093653859908	1.50771663469085	0.640102809542718	0.522105762579282	0.999813126449793	"none"	"Family history"
"hsa-miR-133a-3p"	41.5076931533554	0.104025890420182	0.360021954567355	0.288943185548758	0.772624855208605	0.999813126449793	"none"	"Family history"
"hsa-miR-133a-5p"	1.12228631688398	1.29051899958476	1.17503940677058	1.09827720853342	0.272083460959848	0.999813126449793	"none"	"Family history"
"hsa-miR-133b"	14.6231926422318	-0.0922387417603145	0.207110013129614	-0.44536109271834	0.656058824549359	0.999813126449793	"none"	"Family history"
"hsa-miR-134-3p"	2.75812112397992	0.397914420231846	0.586616350880881	0.67832139290752	0.497567937447159	0.999813126449793	"none"	"Family history"
"hsa-miR-134-5p"	323.946574359964	0.32860405244526	0.457639900316937	0.718040652088435	0.472732221569952	0.999813126449793	"none"	"Family history"
"hsa-miR-1343-3p"	5.44277658440333	0.211054792541463	0.30587053976143	0.690013470097773	0.490185716537659	0.999813126449793	"none"	"Family history"
"hsa-miR-1343-5p"	2.4641173348348	-0.179859982783565	0.628499557708152	-0.286173602793662	0.774745160572896	0.999813126449793	"none"	"Family history"
"hsa-miR-135a-3p"	5.42358541370193	-0.260503821420838	0.268987476485131	-0.968460780497481	0.332814296990706	0.999813126449793	"none"	"Family history"
"hsa-miR-135a-5p"	2.61647611389557	-0.337791860975078	0.557724236627381	-0.60566107547655	0.544739836561198	0.999813126449793	"none"	"Family history"
"hsa-miR-135b-5p"	1.67024916529483	0.839173853705615	0.74650349557268	1.12413921526495	0.260953971264195	0.999813126449793	"none"	"Family history"
"hsa-miR-136-3p"	22.9798316769996	-0.315501803476685	0.241224579527781	-1.30791731130512	0.190901357181655	0.999813126449793	"none"	"Family history"
"hsa-miR-136-5p"	9.25565541796922	-0.0746339752032834	0.276230375089633	-0.270187430252976	0.787016062413443	0.999813126449793	"none"	"Family history"
"hsa-miR-137"	1.93209480130015	0.398824838364915	0.859598911298527	0.463966197633316	0.642671963707703	0.999813126449793	"none"	"Family history"
"hsa-miR-138-1-3p"	5.68779039208281	-0.282053238979703	0.368078142565722	-0.766286302722636	0.443505966568879	0.999813126449793	"none"	"Family history"
"hsa-miR-138-2-3p"	7.56104572634348	0.0106942447634651	0.285031307151735	0.0375195443277115	0.97007075699732	0.999813126449793	"none"	"Family history"
