""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"regulation"	"trait"
"hsa-miR-1273h-3p"	61.77527247965	0.418985127438971	0.144512508407068	2.89930008175319	0.00373996763449481	0.130163568589542	"none"	"Obesity"
"hsa-miR-4740-5p"	1.35130887592473	-2.87846289764984	0.993674979256182	-2.89678512364729	0.00377007881530829	0.130163568589542	"none"	"Obesity"
"hsa-miR-7154-3p"	1.51962750931829	-2.49232564942186	0.858684740937297	-2.90249206792863	0.00370206534934776	0.130163568589542	"none"	"Obesity"
"hsa-miR-4532"	2.9710883015008	-1.72033123748759	0.598222642437062	-2.8757374185625	0.00403084879104252	0.136847316455894	"none"	"Obesity"
"hsa-miR-6865-3p"	2.38614654671657	-2.47266160210931	0.861407063831863	-2.87049143886744	0.00409834294565934	0.136857780005051	"none"	"Obesity"
"hsa-miR-10b-5p"	140.784832715112	0.659592421178151	0.231493373140544	2.84929288570908	0.00438165237258842	0.143958481983268	"none"	"Obesity"
"hsa-miR-4507"	3.72727348740041	-1.92007760484923	0.675430552350567	-2.84274615379355	0.00447266780079079	0.144616258892236	"none"	"Obesity"
"hsa-miR-187-3p"	6.07289190969601	0.980498892095076	0.349883448409851	2.80235860413301	0.00507304488523734	0.149765107698963	"none"	"Obesity"
"hsa-miR-3202"	2.86702780795304	-1.56622455284699	0.554402413625048	-2.82506806311679	0.00472705735895205	0.149765107698963	"none"	"Obesity"
"hsa-miR-324-3p"	34.954358823031	0.412709670836298	0.146672047028633	2.81382635067287	0.00489556657243887	0.149765107698963	"none"	"Obesity"
"hsa-miR-4510"	220.492140072779	-0.547133254412153	0.195179283286706	-2.80323426338465	0.00505929057873896	0.149765107698963	"none"	"Obesity"
"hsa-miR-944"	12.0228130801073	-0.930733767690912	0.330046030774322	-2.82001200107547	0.0048021853463818	0.149765107698963	"none"	"Obesity"
"hsa_piR_000765/gb/DQ570956/Homo"	181.111052086843	-1.08263789806004	0.385991658794456	-2.80482200429246	0.00503443729334757	0.149765107698963	"none"	"Obesity"
"hsa-miR-1538"	4.11508191004647	0.884947677602207	0.319130164049394	2.77299916238955	0.00555422636958039	0.159351536828665	"none"	"Obesity"
"hsa-miR-3200-5p"	3.86774685247741	-1.32394471344053	0.476934214974007	-2.77594827939255	0.00550409635389992	0.159351536828665	"none"	"Obesity"
"hsa-miR-100-5p"	25.1513427128142	0.65402893817153	0.236944772292575	2.76025899133975	0.00577555547971451	0.163400090446923	"none"	"Obesity"
"hsa-miR-133a-3p"	41.5076931533554	0.962889320546498	0.350128818319561	2.7501001636137	0.00595770503281787	0.166244454134932	"none"	"Obesity"
"hsa-let-7b-5p"	47.8896106283916	-0.476998727432364	0.174515907540036	-2.73326789606806	0.00627093039183936	0.16867131623605	"none"	"Obesity"
"hsa-miR-17-3p"	35.1631151600246	0.652377950706127	0.238247189379584	2.73823986089814	0.00617690065669916	0.16867131623605	"none"	"Obesity"
"hsa-miR-5010-5p"	16.0607830169748	-0.688674876833197	0.252067402024377	-2.73210606092808	0.00629308789098663	0.16867131623605	"none"	"Obesity"
"hsa-miR-433-3p"	19.7495560370114	-0.629383453834631	0.232670326330512	-2.70504392958378	0.00682953571366387	0.178355951906837	"none"	"Obesity"
"hsa-miR-4700-3p"	4.22337454195255	-1.5771048182471	0.582501304708387	-2.70747001852063	0.006779819428827	0.178355951906837	"none"	"Obesity"
"hsa-miR-1307-5p"	35.3380301473815	0.680113296073137	0.255451587101857	2.66239604846125	0.00775865300295926	0.199815336212261	"none"	"Obesity"
"hsa-miR-2117"	75.3841115069011	-1.52346657398555	0.573041071634991	-2.65856436719069	0.00784743588462488	0.199815336212261	"none"	"Obesity"
"hsa-miR-6847-5p"	3.0518605330591	-1.39587364036951	0.526173492864647	-2.65287715800725	0.00798089101904064	0.200704629701059	"none"	"Obesity"
"hsa-miR-6881-5p"	4.77474726038603	-1.20277193763443	0.456619713136213	-2.63407799320227	0.00843661061324114	0.209577753892344	"none"	"Obesity"
"hsa-miR-187-5p"	4.44857400657388	-1.15367346880946	0.439850031508468	-2.62287913190077	0.00871901982658229	0.212884269513959	"none"	"Obesity"
"hsa-miR-4492"	1.70733962024381	-3.23182362405945	1.23326024561329	-2.62055282780343	0.00877873276346221	0.212884269513959	"none"	"Obesity"
"hsa-miR-125b-2-3p"	2.50986067107065	1.98727296281267	0.761126364280891	2.61096324614933	0.00902875966601165	0.21382991662258	"none"	"Obesity"
"hsa-miR-4257"	3.4509751996606	-1.51036373589288	0.577824692123615	-2.61387883986406	0.00895207761915992	0.21382991662258	"none"	"Obesity"
"hsa-miR-6878-5p"	3.79332916377863	-1.23322182320233	0.473033743929835	-2.60704831109311	0.00913264739625156	0.21382991662258	"none"	"Obesity"
"hsa-miR-107"	153.4645692838	-2.133017655833	0.824456505599532	-2.58718033194717	0.00967649352796622	0.223988833141673	"none"	"Obesity"
"hsa-miR-6505-5p"	4.27469626012033	-1.47075383130285	0.569561544376517	-2.58225620360806	0.00981566860334093	0.224657493764106	"none"	"Obesity"
"hsa-miR-3679-3p"	1.47285026938298	-3.57729979612138	1.39394275239586	-2.56631758368328	0.0102784672498988	0.23007953613235	"none"	"Obesity"
"hsa-miR-3927-5p"	2.79893596929496	-1.7545994997842	0.682796365031166	-2.5697258943435	0.0101779011150493	0.23007953613235	"none"	"Obesity"
"hsa-miR-210-3p"	26.2715741173228	0.501361145274781	0.196027819462876	2.55760201102339	0.0105396639908911	0.233361908146143	"none"	"Obesity"
"hsa-miR-491-5p"	33.8881830370472	0.394760352405324	0.154711708305641	2.55158679797817	0.0107233610052644	0.234876197502404	"none"	"Obesity"
"hsa-miR-4668-5p"	2.63594953298398	-1.38132697074531	0.544031926870353	-2.53905497548949	0.0111152355603684	0.236912317717842	"none"	"Obesity"
"hsa-miR-6505-3p"	4.13768815760221	-1.47854759905677	0.582682438971412	-2.53748440002207	0.0111652344138011	0.236912317717842	"none"	"Obesity"
"hsa-miR-6805-3p"	5.03840177258087	-0.97750528377605	0.385030671038853	-2.53877251165118	0.0111242130267578	0.236912317717842	"none"	"Obesity"
"hsa-miR-4646-5p"	4.12213025002836	-1.00523323231015	0.399381113051915	-2.51697739191659	0.0118366424135093	0.246033067309373	"none"	"Obesity"
"hsa-miR-8087"	2.62639112044855	-1.4063425779802	0.558369153233269	-2.51866094292045	0.0117802032597926	0.246033067309373	"none"	"Obesity"
"hsa-miR-4758-5p"	3.06021374124333	-1.36942842272448	0.54936712078517	-2.49273822715719	0.0126762263188051	0.250693912732096	"none"	"Obesity"
"hsa-miR-4782-5p"	3.88141091527896	-1.52634250247257	0.611490251117346	-2.49610275827547	0.0125566220892787	0.250693912732096	"none"	"Obesity"
"hsa-miR-514a-5p"	12.8924345966721	0.706002617566212	0.281909930836892	2.50435525797313	0.012267478784714	0.250693912732096	"none"	"Obesity"
"hsa-miR-6088"	4.3032803361236	-1.12561124009113	0.451282627193771	-2.4942489966666	0.0126223964574963	0.250693912732096	"none"	"Obesity"
"hsa-miR-6893-3p"	5.71343370625151	-1.28991275695032	0.516816674386832	-2.49588068821641	0.0125644854511208	0.250693912732096	"none"	"Obesity"
"hsa-miR-1255b-5p"	29.518491119105	-0.560148608539522	0.225750621555343	-2.48127161148127	0.013091457499636	0.250962347641852	"none"	"Obesity"
"hsa-miR-3156-3p"	2.78125194982594	-1.48197083778358	0.596818858057196	-2.48311664046238	0.0130238434494667	0.250962347641852	"none"	"Obesity"
"hsa-miR-374c-5p"	12.0859823759987	-0.607037422686199	0.244473360274292	-2.48304118700345	0.0130266024934335	0.250962347641852	"none"	"Obesity"
"hsa-miR-4632-5p"	2.50964218750497	-1.40662957181092	0.567464463556742	-2.47879763781944	0.0131826073626304	0.250962347641852	"none"	"Obesity"
"hsa-miR-9-3p"	4.36834014182455	0.830488389124126	0.337537306020288	2.46043437069504	0.0138768949599932	0.26173365771765	"none"	"Obesity"
"hsa-miR-339-3p"	71.8913085198245	0.464274336190074	0.189826186928466	2.44578655717839	0.0144536538932831	0.267655390732889	"none"	"Obesity"
"hsa-miR-4718"	2.36612347417302	-1.53808934426111	0.628244842702159	-2.44823234464702	0.014355904725291	0.267655390732889	"none"	"Obesity"
"hsa-miR-30d-5p"	14.3361837121482	0.35365336143513	0.14641129987583	2.41547859854437	0.0157145459510379	0.279385351399609	"none"	"Obesity"
"hsa-miR-378a-3p"	124.220511398443	0.4026989438297	0.167272913464944	2.407436658381	0.0160649487414651	0.279385351399609	"none"	"Obesity"
"hsa-miR-4793-5p"	4.38041232093199	-1.06351609496413	0.439381838596858	-2.42048259973697	0.0154999210785706	0.279385351399609	"none"	"Obesity"
"hsa-miR-552-5p"	4.05513622890141	-0.973846390267028	0.404970846367869	-2.4047320912143	0.0161843257069975	0.279385351399609	"none"	"Obesity"
"hsa-miR-6507-3p"	4.95253917361479	-1.23522606416126	0.509104792300602	-2.42627074590945	0.0152548849796891	0.279385351399609	"none"	"Obesity"
"hsa-miR-711"	3.38540348149369	-1.12859088237821	0.467755043259282	-2.41278185803037	0.0158312915076052	0.279385351399609	"none"	"Obesity"
"hsa-miR-7151-5p"	0.959096059528813	-2.21873786742865	0.919935722521801	-2.41184010263942	0.0158722407071708	0.279385351399609	"none"	"Obesity"
"hsa_piR_020668/gb/DQ598445/Homo"	4.64041174613466	-1.04501014325899	0.434087513538029	-2.40737204058609	0.016067791857463	0.279385351399609	"none"	"Obesity"
"hsa-miR-4792"	4.54094029546847	-1.40579979818586	0.590401356723864	-2.3810917474625	0.0172614121943056	0.291379174465233	"none"	"Obesity"
"hsa-miR-548al"	2.93422333151215	1.39749717154842	0.58625469390324	2.38377139847527	0.0171362435737986	0.291379174465233	"none"	"Obesity"
"hsa-miR-6866-3p"	4.50832325237581	-1.10684086190281	0.465040882652361	-2.38009367174332	0.017308237658465	0.291379174465233	"none"	"Obesity"
"hsa-miR-6787-3p"	2.86770272765077	-1.22851143799096	0.518238444699294	-2.370552494815	0.0177615214972345	0.296559174507104	"none"	"Obesity"
"hsa-miR-320b"	361.49760538479	0.332712997201862	0.141131024745812	2.35747595400165	0.0183996469121863	0.297823850784906	"none"	"Obesity"
"hsa-miR-3663-5p"	4.52648806508713	-1.36456698364248	0.577656992844422	-2.36224437779808	0.0181646637026088	0.297823850784906	"none"	"Obesity"
"hsa-miR-4446-5p"	5.01523415893223	-0.969049496420131	0.411132771059243	-2.35702324074889	0.0184220938629839	0.297823850784906	"none"	"Obesity"
"hsa-miR-4481"	0.750360043395808	2.54403211293499	1.07551607340077	2.36540594404209	0.0180103174159162	0.297823850784906	"none"	"Obesity"
"hsa-miR-1273a"	6.33912716684984	-1.06058088245847	0.451900319690033	-2.3469354551153	0.0189285334615054	0.303601753236902	"none"	"Obesity"
"hsa-miR-3183"	3.29808016297413	-1.22512105968854	0.523462108275105	-2.34041975593137	0.0192620772105859	0.30416163781367	"none"	"Obesity"
"hsa-miR-365a-3p"	0.770007867212959	-2.78635660290288	1.18993711012213	-2.3415998872553	0.0192012871427489	0.30416163781367	"none"	"Obesity"
"hsa-miR-1273c"	3.26110084692121	-1.16617757207218	0.499063525326577	-2.33673172430115	0.019453137894627	0.304815706856578	"none"	"Obesity"
"hsa-miR-379-3p"	1.90605425561201	-1.48402720160711	0.636253603355339	-2.33244604632643	0.0196772381365657	0.305973542627362	"none"	"Obesity"
"hsa-miR-203a-5p"	0.903179296773497	-2.86161144642432	1.23254068574673	-2.32171763538226	0.0202481447259307	0.308065559632382	"none"	"Obesity"
"hsa-miR-3675-5p"	1.10682715887523	-2.72665610209994	1.17210924855919	-2.32628153514842	0.0200035364200622	0.308065559632382	"none"	"Obesity"
"hsa-miR-4726-3p"	3.73020290881092	-1.38147653585792	0.595105933842527	-2.32139600245269	0.0202654810951101	0.308065559632382	"none"	"Obesity"
"hsa-miR-1237-3p"	8.02351959482483	-0.973485705996436	0.420318011052154	-2.31606945312568	0.0205544768477832	0.31014421732544	"none"	"Obesity"
"hsa-miR-5706"	0.965124427300441	-2.81930000744482	1.22096308725548	-2.30907882217973	0.0209392077077863	0.313626221329123	"none"	"Obesity"
"hsa-miR-1827"	10.2937782448363	-0.574936562452218	0.250929519129741	-2.29122729141704	0.0219502712994181	0.317727765309165	"none"	"Obesity"
"hsa-miR-3910"	0.891410945122382	-2.69121032751794	1.17632887044254	-2.28780436758769	0.0221489163838495	0.317727765309165	"none"	"Obesity"
"hsa-miR-4489"	3.72554128522912	-0.99421132793728	0.433882335553128	-2.29143075546006	0.0219385124793354	0.317727765309165	"none"	"Obesity"
"hsa-miR-4726-5p"	0.862204278893685	-2.6409540818754	1.15351229339493	-2.28948932490588	0.0220509374527009	0.317727765309165	"none"	"Obesity"
"hsa-miR-6133"	11.088123888036	-0.469523940041459	0.20456871282764	-2.29518939407444	0.0217222727381259	0.317727765309165	"none"	"Obesity"
"hsa-miR-6840-3p"	14.1677945008369	0.512079255713529	0.223739797115876	2.28872673665794	0.0220952345521	0.317727765309165	"none"	"Obesity"
"hsa-miR-6780a-5p"	3.80424096387946	-1.18051363899492	0.517079678636747	-2.28304009569141	0.0224280066474542	0.319481465320729	"none"	"Obesity"
"hsa-miR-4784"	97.3638152538256	0.39159046594396	0.172168066834631	2.27446629995612	0.0229379650934949	0.324476631218397	"none"	"Obesity"
"hsa-miR-183-5p"	252.86658007655	-0.594990710207194	0.262319652790845	-2.268189607134	0.0233176526284974	0.325509048606649	"none"	"Obesity"
"hsa-miR-548ae-5p"	0.710150677168845	-2.67805682809611	1.18217499531186	-2.26536412859048	0.0234903437138819	0.325509048606649	"none"	"Obesity"
"hsa-miR-8085"	5.25677646792855	-0.989657720710766	0.436483501881846	-2.26734278946163	0.0233692934469319	0.325509048606649	"none"	"Obesity"
"hsa-miR-2054"	5.10510942527585	-1.43859597718525	0.636787252721423	-2.25914694591821	0.0238742457316268	0.328593503752188	"none"	"Obesity"
"hsa-let-7b-3p"	239.354500727732	-0.336518963873509	0.150647535325833	-2.23381659146071	0.0254951434061807	0.330787306486561	"none"	"Obesity"
"hsa-miR-3617-5p"	2.31834258429138	-1.29333134581525	0.577699625631924	-2.23876092078219	0.0251714762701966	0.330787306486561	"none"	"Obesity"
"hsa-miR-5009-5p"	6.0636953594846	-0.887143924503235	0.395991774042281	-2.24030897270233	0.0250708711399147	0.330787306486561	"none"	"Obesity"
"hsa-miR-5197-3p"	1.17242649202086	-2.95210034794287	1.32040114289139	-2.23576021865478	0.0253674820807327	0.330787306486561	"none"	"Obesity"
"hsa-miR-5695"	4.30677540985607	-1.03751268192163	0.461575056739654	-2.24776591969705	0.024591120088185	0.330787306486561	"none"	"Obesity"
"hsa-miR-659-5p"	0.919100827620967	-2.59086393792118	1.1595047942385	-2.23445728796897	0.0254529998977407	0.330787306486561	"none"	"Obesity"
"hsa-miR-671-3p"	71.8648004415355	0.361866343648219	0.161625924876229	2.23891274821989	0.0251615938438515	0.330787306486561	"none"	"Obesity"
"hsa-miR-6766-3p"	2.87956885170111	-1.45401733982873	0.648715022866035	-2.24138071198791	0.0250014248154452	0.330787306486561	"none"	"Obesity"
"hsa_piR_013179/gb/DQ587866/Homo"	3.6979532651875	1.53286652199354	0.681619007044919	2.24886117633237	0.0245213297254961	0.330787306486561	"none"	"Obesity"
"hsa-miR-502-3p"	18.2745002314141	0.453632842003445	0.203797666187933	2.22589811987898	0.0260210063396181	0.334173996260897	"none"	"Obesity"
"hsa-miR-7157-5p"	16.7029528609115	-1.40545582245926	0.631678374722419	-2.22495478506267	0.026084273640394	0.334173996260897	"none"	"Obesity"
"hsa-miR-1252-5p"	3.10627896184266	-1.24349676404899	0.560891180014495	-2.21700181489189	0.0266229675109737	0.338160014184799	"none"	"Obesity"
"hsa-miR-34a-5p"	42.6003893938906	0.381427543672111	0.172171131555513	2.21539778606339	0.0267327731681189	0.338160014184799	"none"	"Obesity"
"hsa-miR-4764-3p"	2.81874349029681	-1.22777237751294	0.554887510574963	-2.21265095017322	0.0269217194714923	0.338160014184799	"none"	"Obesity"
"hsa-miR-616-5p"	3.20151803450645	-1.30882348501273	0.5920512069145	-2.21065926346763	0.0270594414885234	0.338160014184799	"none"	"Obesity"
"hsa-miR-101-3p"	62.7977876074288	-1.57844609600799	0.726002665050267	-2.17416019526416	0.0296931065666483	0.339179432636818	"none"	"Obesity"
"hsa-miR-1250-3p"	3.61022962332378	-1.36540692220384	0.625494910311471	-2.18292251414791	0.0290415167321419	0.339179432636818	"none"	"Obesity"
"hsa-miR-1265"	2.73566098891295	-1.24588035687076	0.570063752939152	-2.18551056868151	0.0288514318962981	0.339179432636818	"none"	"Obesity"
"hsa-miR-141-3p"	15.5843440966274	-0.422933203762971	0.194207988710713	-2.17773329805172	0.0294258983646179	0.339179432636818	"none"	"Obesity"
"hsa-miR-3176"	0.779057000978091	-2.50112818067948	1.14627066560898	-2.18196997944696	0.0291117484139704	0.339179432636818	"none"	"Obesity"
"hsa-miR-320d"	34.4062027595924	0.415775984369757	0.191560828985938	2.17046452852988	0.0299716729870531	0.339179432636818	"none"	"Obesity"
"hsa-miR-378c"	41.8731188376281	0.387632774335641	0.176068267441044	2.20160497953124	0.0276932238869869	0.339179432636818	"none"	"Obesity"
"hsa-miR-4680-5p"	1.11623038647954	-2.59380179630616	1.18296818275272	-2.19262177472134	0.0283346409572527	0.339179432636818	"none"	"Obesity"
"hsa-miR-4693-3p"	2.29402145740143	-1.45757350537859	0.666403728380018	-2.18722291503658	0.0287262548393475	0.339179432636818	"none"	"Obesity"
"hsa-miR-4709-5p"	4.71054016586866	-1.0008013023443	0.455795471019568	-2.19572454308423	0.0281116653760662	0.339179432636818	"none"	"Obesity"
"hsa-miR-548f-3p"	1.07954514429012	-2.83953041830365	1.30705842322423	-2.17245868114996	0.0298210829738834	0.339179432636818	"none"	"Obesity"
"hsa-miR-5584-3p"	0.856653548813364	-2.78026472070697	1.27792953406192	-2.17560095967878	0.0295851115264418	0.339179432636818	"none"	"Obesity"
"hsa-miR-588"	1.26164672067729	-2.63976324698792	1.21314175633738	-2.17597262084003	0.0295573078801732	0.339179432636818	"none"	"Obesity"
"hsa-miR-6082"	0.986474497036709	-2.5498998896525	1.17370429352755	-2.17252326988498	0.0298162164001516	0.339179432636818	"none"	"Obesity"
"hsa-miR-6720-5p"	0.876213678987094	-2.6715056420647	1.21611281260188	-2.19675807571586	0.0280377287127557	0.339179432636818	"none"	"Obesity"
"hsa-miR-6837-5p"	1.15969285964644	-2.6518680542153	1.2031128184601	-2.20417238809698	0.0275122228504709	0.339179432636818	"none"	"Obesity"
"hsa-miR-6887-5p"	3.22747194979963	-1.01819856989455	0.467337379931351	-2.17872272499177	0.0293522725215961	0.339179432636818	"none"	"Obesity"
"hsa-miR-106b-5p"	24.8592508171362	-0.375160298569323	0.174679182954251	-2.14771040386409	0.0317367683626304	0.341421155485735	"none"	"Obesity"
"hsa-miR-3976"	0.851918806130352	-2.7672687781529	1.288324414843	-2.14795958709679	0.0317169660333156	0.341421155485735	"none"	"Obesity"
